Central,Recurso,Punto_de_medición,X_coord,Y_coord,Frecuencia ,Norma_tabla,Parámetro,Fecha,Medición,Observación
Molino,Suelo ,Escombrera_hto_t2_p2  ,776896,9715427,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Hidrocarburos totales de petróleo,16/05/2021 9:28,17867,
Molino,Suelo ,Escombrera_hto_t2_p2  ,776896,9715427,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Níquel,16/05/2021 9:28,1218991,
Molino,Suelo ,Escombrera_hto_t2_p2  ,776896,9715427,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,pH,16/05/2021 9:28,7.21,
Molino,Suelo ,Escombrera_hto_t2_p2  ,776896,9715427,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Plomo,16/05/2021 9:28,29876,
Molino,Suelo ,Escombrera_hto_t2_p2  ,776896,9715427,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Vanadio,16/05/2021 9:28,44347,
Molino,Suelo ,Escombrera_hto_t2_p1,776924,9715410,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Cobre,16/05/2021 9:20,557221,
Molino,Suelo ,Escombrera_hto_t2_p1,776924,9715410,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Hidrocarburos_aromáticos_policiclicos,16/05/2021 9:20,28.9,
Molino,Suelo ,Escombrera_hto_t2_p1,776924,9715410,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Hidrocarburos totales de petróleo,16/05/2021 9:20,20.21,
Molino,Suelo ,Escombrera_hto_t2_p1,776924,9715410,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Níquel,16/05/2021 9:20,1418291,
Molino,Suelo ,Escombrera_hto_t2_p1,776924,9715410,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,pH,16/05/2021 9:20,7.43,
